match_date,venue,city,team_1,team_2,toss_winner,toss_decision,match_winner
2016-10-29,"Wright Cricket Field, Woodley Park",Los Angeles,Denmark,Italy,Italy,field,Denmark
2016-10-30,"Severn Cricket Field, Woodley Park",Los Angeles,Bermuda,Oman,Oman,field,Oman
2016-10-30,"Wright Cricket Field, Woodley Park",Los Angeles,Denmark,Jersey,Denmark,field,Denmark
2016-10-30,"Wong Cricket Field, Woodley Park",Los Angeles,United States of America,Italy,Italy,bat,United States of America
2016-11-01,"Severn Cricket Field, Woodley Park",Los Angeles,Italy,Jersey,Jersey,field,Jersey
2016-11-01,"Wright Cricket Field, Woodley Park",Los Angeles,United States of America,Oman,United States of America,field,United States of America
2016-11-01,"Wong Cricket Field, Woodley Park",Los Angeles,Bermuda,Denmark,Denmark,field,Bermuda
2016-11-02,"Severn Cricket Field, Woodley Park",Los Angeles,United States of America,Denmark,Denmark,field,Denmark
2016-11-02,"Wright Cricket Field, Woodley Park",Los Angeles,Bermuda,Jersey,Bermuda,bat,Bermuda
2016-11-02,"Wong Cricket Field, Woodley Park",Los Angeles,Italy,Oman,Italy,bat,Oman
2016-11-04,"Severn Cricket Field, Woodley Park",Los Angeles,Denmark,Oman,Denmark,field,Oman
2016-11-04,"Wright Cricket Field, Woodley Park",Los Angeles,Bermuda,Italy,Bermuda,field,Italy
2016-11-04,"Wong Cricket Field, Woodley Park",Los Angeles,United States of America,Jersey,Jersey,bat,Jersey
2016-11-05,"Wright Cricket Field, Woodley Park",Los Angeles,Bermuda,Denmark,Denmark,bat,Denmark
2016-11-05,"Severn Cricket Field, Woodley Park",Los Angeles,United States of America,Oman,United States of America,bat,United States of America
2017-02-23,Maharashtra Cricket Association Stadium,Pune,India,Australia,Australia,bat,Australia
2017-03-04,M Chinnaswamy Stadium,Bengaluru,India,Australia,India,bat,India
2017-03-16,JSCA International Stadium Complex,Ranchi,India,Australia,Australia,bat,
2017-03-25,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Australia,Australia,bat,India
2016-11-30,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Kings,Comilla Victorians,Rajshahi Kings,bat,Comilla Victorians
2016-11-10,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Titans,Rangpur Riders,Rangpur Riders,field,Rangpur Riders
2016-11-14,"Shere Bangla National Stadium, Mirpur",Dhaka,Chittagong Vikings,Barisal Bulls,Barisal Bulls,field,Barisal Bulls
2016-11-14,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Comilla Victorians,Comilla Victorians,field,Dhaka Dynamites
2016-11-28,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Kings,Rangpur Riders,Rajshahi Kings,bat,Rajshahi Kings
2016-11-20,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Khulna Titans,Barisal Bulls,Barisal Bulls,field,Khulna Titans
2016-11-08,"Shere Bangla National Stadium, Mirpur",Dhaka,Barisal Bulls,Dhaka Dynamites,Dhaka Dynamites,field,Dhaka Dynamites
2016-11-08,"Shere Bangla National Stadium, Mirpur",Dhaka,Chittagong Vikings,Comilla Victorians,Comilla Victorians,field,Chittagong Vikings
2016-11-09,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Titans,Rajshahi Kings,Khulna Titans,bat,Khulna Titans
2016-11-09,"Shere Bangla National Stadium, Mirpur",Dhaka,Chittagong Vikings,Rangpur Riders,Rangpur Riders,field,Rangpur Riders
2016-11-11,"Shere Bangla National Stadium, Mirpur",Dhaka,Comilla Victorians,Barisal Bulls,Comilla Victorians,bat,Barisal Bulls
2016-11-11,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Rajshahi Kings,Rajshahi Kings,field,Rajshahi Kings
2016-11-12,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Titans,Chittagong Vikings,Chittagong Vikings,field,Khulna Titans
2016-11-12,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Rangpur Riders,Rangpur Riders,field,Dhaka Dynamites
2016-11-13,"Shere Bangla National Stadium, Mirpur",Dhaka,Barisal Bulls,Rajshahi Kings,Rajshahi Kings,field,Barisal Bulls
2016-11-13,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Titans,Comilla Victorians,Comilla Victorians,field,Khulna Titans
2016-11-17,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Dhaka Dynamites,Chittagong Vikings,Chittagong Vikings,field,Dhaka Dynamites
2016-11-17,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Rangpur Riders,Barisal Bulls,Barisal Bulls,field,Rangpur Riders
2016-11-18,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Chittagong Vikings,Rajshahi Kings,Rajshahi Kings,field,Chittagong Vikings
2016-11-18,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Comilla Victorians,Rangpur Riders,Rangpur Riders,field,Rangpur Riders
2016-11-19,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Khulna Titans,Dhaka Dynamites,Khulna Titans,bat,Khulna Titans
2016-11-19,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Comilla Victorians,Rajshahi Kings,Rajshahi Kings,field,Comilla Victorians
2016-11-21,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Dhaka Dynamites,Rajshahi Kings,Dhaka Dynamites,bat,Rajshahi Kings
2016-11-21,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Comilla Victorians,Chittagong Vikings,Comilla Victorians,bat,Chittagong Vikings
2016-11-22,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Khulna Titans,Rangpur Riders,Khulna Titans,bat,Rangpur Riders
2016-11-22,"Zahur Ahmed Chowdhury Stadium, Chittagong",Chattogram,Chittagong Vikings,Barisal Bulls,Chittagong Vikings,bat,Chittagong Vikings
2016-11-25,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Kings,Rangpur Riders,Rangpur Riders,field,Rajshahi Kings
2016-11-25,"Shere Bangla National Stadium, Mirpur",Dhaka,Barisal Bulls,Khulna Titans,Barisal Bulls,bat,Khulna Titans
2016-11-26,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Comilla Victorians,Dhaka Dynamites,bat,Dhaka Dynamites
2016-11-26,"Shere Bangla National Stadium, Mirpur",Dhaka,Rajshahi Kings,Khulna Titans,Rajshahi Kings,bat,Rajshahi Kings
2016-11-27,"Shere Bangla National Stadium, Mirpur",Dhaka,Barisal Bulls,Dhaka Dynamites,Barisal Bulls,bat,Dhaka Dynamites
2016-11-27,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Riders,Chittagong Vikings,Rangpur Riders,bat,Chittagong Vikings
2016-11-29,"Shere Bangla National Stadium, Mirpur",Dhaka,Barisal Bulls,Comilla Victorians,Barisal Bulls,bat,Comilla Victorians
2016-11-29,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Titans,Chittagong Vikings,Khulna Titans,bat,Chittagong Vikings
2016-11-30,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Rangpur Riders,Dhaka Dynamites,bat,Dhaka Dynamites
2016-12-01,"Shere Bangla National Stadium, Mirpur",Dhaka,Barisal Bulls,Rajshahi Kings,Rajshahi Kings,field,Barisal Bulls
2016-12-03,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Riders,Barisal Bulls,Rangpur Riders,bat,Rangpur Riders
2016-12-02,"Shere Bangla National Stadium, Mirpur",Dhaka,Chittagong Vikings,Dhaka Dynamites,Dhaka Dynamites,field,Dhaka Dynamites
2016-12-03,"Shere Bangla National Stadium, Mirpur",Dhaka,Chittagong Vikings,Rajshahi Kings,Rajshahi Kings,field,Rajshahi Kings
2016-12-04,"Shere Bangla National Stadium, Mirpur",Dhaka,Comilla Victorians,Rangpur Riders,Rangpur Riders,field,Comilla Victorians
2016-12-04,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Khulna Titans,Khulna Titans,field,Khulna Titans
2016-12-06,"Shere Bangla National Stadium, Mirpur",Dhaka,Chittagong Vikings,Rajshahi Kings,Rajshahi Kings,field,Rajshahi Kings
2016-12-06,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Khulna Titans,Khulna Titans,field,Dhaka Dynamites
2016-12-07,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Titans,Rajshahi Kings,Khulna Titans,bat,Rajshahi Kings
2016-12-09,"Shere Bangla National Stadium, Mirpur",Dhaka,Dhaka Dynamites,Rajshahi Kings,Rajshahi Kings,field,Dhaka Dynamites
2016-11-03,Sano International Cricket Ground,,Japan,China,China,bat,Japan
2017-07-07,Headingley,Leeds,Yorkshire,Nottinghamshire,Yorkshire,bat,Yorkshire
2017-07-07,County Ground,Chelmsford,Surrey,Essex,Essex,field,Surrey
2017-07-07,Riverside Ground,Chester-le-Street,Lancashire,Durham,Durham,field,Lancashire
2017-07-07,Sophia Gardens,Cardiff,Hampshire,Glamorgan,Glamorgan,field,Hampshire
2017-07-07,College Ground,Cheltenham,Gloucestershire,Middlesex,Middlesex,field,
2017-07-07,"County Ground, New Road",Worcester,Worcestershire,Warwickshire,Warwickshire,field,Warwickshire
2017-07-07,County Ground,Northampton,Northamptonshire,Derbyshire,Derbyshire,field,Derbyshire
2017-07-08,Queen's Park,Chesterfield,Derbyshire,Yorkshire,Derbyshire,bat,Derbyshire
2017-07-08,Edgbaston,Birmingham,Nottinghamshire,Warwickshire,Warwickshire,field,Warwickshire
2017-07-09,Riverside Ground,Chester-le-Street,Durham,Northamptonshire,Northamptonshire,field,Northamptonshire
2017-07-09,Arundel Castle Cricket Club Ground,,Glamorgan,Sussex,Sussex,field,Glamorgan
2017-07-09,Kennington Oval,London,Surrey,Somerset,Somerset,field,Surrey
2017-07-09,Aigburth,Liverpool,Lancashire,Leicestershire,Leicestershire,field,Leicestershire
2017-07-09,The Kent County Cricket Ground,Beckenham,Essex,Kent,Essex,bat,Kent
2017-07-12,County Ground,Hove,Hampshire,Sussex,Sussex,field,Hampshire
2017-07-13,County Ground,Chelmsford,Essex,Somerset,Somerset,field,Essex
2017-07-13,Lord's,London,Surrey,Middlesex,Surrey,bat,Middlesex
2017-07-13,College Ground,Cheltenham,Kent,Gloucestershire,Gloucestershire,field,Gloucestershire
2017-07-14,The Rose Bowl,Southampton,Hampshire,Middlesex,Hampshire,bat,Hampshire
2017-07-14,Old Trafford,Manchester,Lancashire,Yorkshire,Lancashire,bat,
2017-07-14,Kennington Oval,London,Surrey,Kent,Kent,field,Kent
2017-07-14,Edgbaston,Birmingham,Warwickshire,Northamptonshire,Northamptonshire,field,Northamptonshire
2017-07-14,"County Ground, New Road",Worcester,Worcestershire,Leicestershire,Worcestershire,bat,Leicestershire
2017-07-15,Sophia Gardens,Cardiff,Glamorgan,Somerset,Somerset,field,
2017-07-16,Edgbaston,Birmingham,Leicestershire,Warwickshire,Warwickshire,field,Leicestershire
2017-07-16,Old Trafford,Manchester,Derbyshire,Lancashire,Derbyshire,bat,Lancashire
2017-07-16,County Ground,Chelmsford,Essex,Glamorgan,Essex,bat,Glamorgan
2017-07-16,College Ground,Cheltenham,Sussex,Gloucestershire,Sussex,bat,
2017-07-16,Uxbridge Cricket Club Ground,,Somerset,Middlesex,Somerset,bat,Somerset
2017-07-18,St Lawrence Ground,Canterbury,Gloucestershire,Kent,Kent,field,Gloucestershire
2017-07-19,"County Ground, New Road",Worcester,Worcestershire,Derbyshire,Derbyshire,field,Derbyshire
2017-07-19,Kennington Oval,London,Surrey,Essex,Essex,field,Surrey
2017-07-20,Old Deer Park,Richmond,Middlesex,Kent,Kent,field,Middlesex
2017-07-20,Riverside Ground,Chester-le-Street,Leicestershire,Durham,Durham,field,Leicestershire
2017-07-20,The Rose Bowl,Southampton,Hampshire,Sussex,Hampshire,bat,Sussex
2017-07-21,Grace Road,Leicester,Northamptonshire,Leicestershire,Leicestershire,field,Northamptonshire
2017-07-21,Headingley,Leeds,Yorkshire,Warwickshire,Warwickshire,field,Yorkshire
2017-07-21,Kennington Oval,London,Surrey,Middlesex,Surrey,bat,Surrey
2017-07-21,Trent Bridge,Nottingham,Nottinghamshire,Derbyshire,Derbyshire,field,Nottinghamshire
2017-07-21,County Ground,Chelmsford,Hampshire,Essex,Essex,field,Essex
2017-07-21,Sophia Gardens,Cardiff,Sussex,Glamorgan,Glamorgan,field,
2017-07-22,Trent Bridge,Nottingham,Northamptonshire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2017-07-23,Headingley,Leeds,Yorkshire,Worcestershire,Worcestershire,field,Yorkshire
2017-07-23,Old Trafford,Manchester,Lancashire,Durham,Lancashire,bat,Lancashire
2017-07-23,The Cooper Associates County Ground,Taunton,Middlesex,Somerset,Somerset,field,Somerset
2017-07-23,County Ground,Hove,Kent,Sussex,Sussex,field,
2017-07-23,Edgbaston,Birmingham,Warwickshire,Derbyshire,Derbyshire,field,Warwickshire
2017-07-25,County Ground,Bristol,Glamorgan,Gloucestershire,Gloucestershire,field,Glamorgan
2017-07-25,Riverside Ground,Chester-le-Street,Durham,Nottinghamshire,Durham,bat,Nottinghamshire
2017-07-26,Headingley,Leeds,Yorkshire,Durham,Yorkshire,bat,Yorkshire
2017-07-26,The Cooper Associates County Ground,Taunton,Somerset,Hampshire,Somerset,bat,Somerset
2017-07-26,Trent Bridge,Nottingham,Worcestershire,Nottinghamshire,Nottinghamshire,field,Worcestershire
2017-07-27,St Lawrence Ground,Canterbury,Somerset,Kent,Somerset,bat,Kent
2017-07-27,Lord's,London,Middlesex,Essex,Essex,field,Middlesex
2017-07-27,County Ground,Northampton,Worcestershire,Northamptonshire,Northamptonshire,field,Northamptonshire
2017-07-28,County Ground,Hove,Middlesex,Sussex,Middlesex,bat,
2017-07-28,Grace Road,Leicester,Leicestershire,Durham,Leicestershire,bat,Durham
2017-07-28,County Ground,Bristol,Gloucestershire,Hampshire,Hampshire,field,Hampshire
2017-07-30,Trent Bridge,Nottingham,Yorkshire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2017-07-30,"County Ground, New Road",Worcester,Durham,Worcestershire,Worcestershire,field,Worcestershire
2017-07-30,County Ground,Derby,Leicestershire,Derbyshire,Derbyshire,field,Derbyshire
2017-07-30,St Lawrence Ground,Canterbury,Glamorgan,Kent,Kent,field,Glamorgan
2017-07-30,The Cooper Associates County Ground,Taunton,Somerset,Sussex,Sussex,field,Somerset
2017-07-30,Edgbaston,Birmingham,Lancashire,Warwickshire,Warwickshire,field,Warwickshire
2017-08-01,County Ground,Northampton,Warwickshire,Northamptonshire,Northamptonshire,field,Warwickshire
2017-08-01,The Rose Bowl,Southampton,Kent,Hampshire,Kent,bat,Kent
2017-08-02,Grace Road,Leicester,Nottinghamshire,Leicestershire,Leicestershire,field,
2017-08-03,Sophia Gardens,Cardiff,Gloucestershire,Glamorgan,Glamorgan,field,Gloucestershire
2017-08-03,County Ground,Northampton,Northamptonshire,Lancashire,Lancashire,field,Northamptonshire
2017-08-03,County Ground,Hove,Surrey,Sussex,Surrey,bat,Sussex
2017-08-03,Headingley,Leeds,Yorkshire,Derbyshire,Yorkshire,bat,Derbyshire
2017-08-03,Lord's,London,Middlesex,Hampshire,Middlesex,bat,Hampshire
2017-08-04,Grace Road,Leicester,Lancashire,Leicestershire,Leicestershire,field,Lancashire
2017-08-04,County Ground,Derby,Nottinghamshire,Derbyshire,Derbyshire,field,Nottinghamshire
2017-08-04,Riverside Ground,Chester-le-Street,Durham,Yorkshire,Durham,bat,Durham
2017-08-04,County Ground,Bristol,Somerset,Gloucestershire,Gloucestershire,field,Gloucestershire
2017-08-04,St Lawrence Ground,Canterbury,Kent,Sussex,Kent,bat,Sussex
2017-08-04,Kennington Oval,London,Glamorgan,Surrey,Glamorgan,bat,Glamorgan
2017-08-04,Edgbaston,Birmingham,Worcestershire,Warwickshire,Warwickshire,field,Worcestershire
2017-08-04,The Rose Bowl,Southampton,Hampshire,Essex,Essex,field,Essex
2017-08-05,Trent Bridge,Nottingham,Durham,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2017-08-05,"County Ground, New Road",Worcester,Northamptonshire,Worcestershire,Worcestershire,field,Northamptonshire
2017-08-06,The Cooper Associates County Ground,Taunton,Surrey,Somerset,Surrey,bat,Somerset
2017-08-10,The Rose Bowl,Southampton,Glamorgan,Hampshire,Glamorgan,bat,Hampshire
2017-08-10,Lord's,London,Middlesex,Sussex,Sussex,field,Middlesex
2017-08-11,St Lawrence Ground,Canterbury,Kent,Hampshire,Hampshire,field,Hampshire
2017-08-11,Trent Bridge,Nottingham,Warwickshire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2017-08-11,Riverside Ground,Chester-le-Street,Durham,Worcestershire,Durham,bat,Durham
2017-08-11,County Ground,Chelmsford,Essex,Middlesex,Middlesex,field,Essex
2017-08-11,County Ground,Northampton,Leicestershire,Northamptonshire,Northamptonshire,field,Leicestershire
2017-08-11,County Ground,Hove,Gloucestershire,Sussex,Sussex,field,Sussex
2017-08-11,Headingley,Leeds,Yorkshire,Lancashire,Yorkshire,bat,Yorkshire
2017-08-12,The Cooper Associates County Ground,Taunton,Somerset,Kent,Kent,field,Kent
2017-08-12,Grace Road,Leicester,Yorkshire,Leicestershire,Leicestershire,field,Leicestershire
2017-08-13,"County Ground, New Road",Worcester,Nottinghamshire,Worcestershire,Worcestershire,field,Nottinghamshire
2017-08-13,Kennington Oval,London,Surrey,Sussex,Surrey,bat,Surrey
2017-08-13,County Ground,Bristol,Gloucestershire,Essex,Essex,field,Essex
2017-08-13,Riverside Ground,Chester-le-Street,Durham,Warwickshire,Durham,bat,Warwickshire
2017-08-13,The Cooper Associates County Ground,Taunton,Glamorgan,Somerset,Somerset,field,Glamorgan
2017-08-15,Uxbridge Cricket Club Ground,,Middlesex,Gloucestershire,Gloucestershire,field,Middlesex
2017-08-15,County Ground,Derby,Durham,Derbyshire,Durham,bat,Derbyshire
2017-08-16,Old Trafford,Manchester,Worcestershire,Lancashire,Lancashire,field,Lancashire
2017-08-17,County Ground,Chelmsford,Kent,Essex,Essex,field,Kent
2017-08-17,Grace Road,Leicester,Derbyshire,Leicestershire,Leicestershire,field,Leicestershire
2017-08-17,Kennington Oval,London,Gloucestershire,Surrey,Gloucestershire,bat,Surrey
2017-08-17,Headingley,Leeds,Yorkshire,Northamptonshire,Yorkshire,bat,Yorkshire
2017-08-18,St Lawrence Ground,Canterbury,Surrey,Kent,Surrey,bat,Surrey
2017-08-18,County Ground,Hove,Sussex,Essex,Essex,field,Sussex
2017-08-18,Sophia Gardens,Cardiff,Middlesex,Glamorgan,Glamorgan,field,Glamorgan
2017-08-18,County Ground,Derby,Derbyshire,Worcestershire,Worcestershire,field,Derbyshire
2017-08-18,The Rose Bowl,Southampton,Somerset,Hampshire,Somerset,bat,Somerset
2017-08-18,Old Trafford,Manchester,Lancashire,Warwickshire,Warwickshire,field,Warwickshire
2017-08-18,County Ground,Northampton,Durham,Northamptonshire,Northamptonshire,field,
2017-08-18,Trent Bridge,Nottingham,Leicestershire,Nottinghamshire,Nottinghamshire,field,Leicestershire
2017-08-22,County Ground,Hove,Hampshire,Derbyshire,Derbyshire,field,Hampshire
2017-08-23,Sophia Gardens,Cardiff,Leicestershire,Glamorgan,Leicestershire,bat,Glamorgan
2017-08-24,Trent Bridge,Nottingham,Somerset,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2017-08-25,Kennington Oval,London,Surrey,Warwickshire,Warwickshire,field,Warwickshire
2017-09-02,Edgbaston,Birmingham,Warwickshire,Glamorgan,Glamorgan,field,Warwickshire
2017-04-27,"County Ground, Northampton",Northampton,Northamptonshire,Warwickshire,Warwickshire,field,Warwickshire
2017-04-27,"Lord's, London",London,Middlesex,Sussex,Sussex,field,
2017-04-27,"County Ground, New Road, Worcester",Worcester,Nottinghamshire,Worcestershire,Worcestershire,field,Worcestershire
2017-04-27,"County Ground, Bristol",Bristol,Glamorgan,Gloucestershire,Gloucestershire,field,Glamorgan
2017-04-27,"St Lawrence Ground, Canterbury",Canterbury,Kent,Hampshire,Hampshire,field,Hampshire
2017-04-27,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Derbyshire,Derbyshire,field,
2017-04-28,"Old Trafford, Manchester",Manchester,Lancashire,Leicestershire,Lancashire,bat,Leicestershire
2017-04-28,"County Ground, Taunton",Taunton,Surrey,Somerset,Somerset,field,Somerset
2017-04-29,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Yorkshire,Yorkshire,field,Yorkshire
2017-04-30,"County Ground, Derby",Derby,Northamptonshire,Derbyshire,Derbyshire,field,Derbyshire
2017-04-30,"County Ground, Chelmsford",Chelmsford,Essex,Hampshire,Hampshire,field,Essex
